,temp_Barcelona,pressure_Barcelona,humidity_Barcelona,wind_speed_Barcelona,wind_deg_Barcelona
2015-01-01 00:00:00+01:00,8.475000000000023,1035.0,100,7.0,58
2015-01-01 01:00:00+01:00,8.475000000000023,1035.0,100,7.0,58
2015-01-01 02:00:00+01:00,8.136000000000024,1036.0,100,7.0,48
2015-01-01 03:00:00+01:00,8.136000000000024,1036.0,100,7.0,48
2015-01-01 04:00:00+01:00,8.136000000000024,1036.0,100,7.0,48
2015-01-01 05:00:00+01:00,7.317000000000007,1037.0,100,5.0,32
2015-01-01 06:00:00+01:00,7.317000000000007,1037.0,100,5.0,32
2015-01-01 07:00:00+01:00,7.317000000000007,1037.0,100,5.0,32
2015-01-01 08:00:00+01:00,7.600999999999999,1038.0,100,2.0,353
2015-01-01 09:00:00+01:00,7.600999999999999,1038.0,100,2.0,353
2015-01-01 10:00:00+01:00,7.600999999999999,1038.0,100,2.0,353
2015-01-01 11:00:00+01:00,10.099000000000046,1038.0,100,2.0,272
2015-01-01 12:00:00+01:00,10.099000000000046,1038.0,100,2.0,272
2015-01-01 13:00:00+01:00,10.099000000000046,1038.0,100,2.0,272
2015-01-01 14:00:00+01:00,10.654312500000003,1035.0,57,3.0,275
2015-01-01 15:00:00+01:00,11.166687500000023,1035.0,58,4.0,263
2015-01-01 16:00:00+01:00,10.570500000000038,1035.0,62,4.0,267
2015-01-01 17:00:00+01:00,11.452312500000005,1035.0,62,5.0,250
2015-01-01 18:00:00+01:00,11.225656250000043,1035.0,65,5.0,248
2015-01-01 19:00:00+01:00,11.026218749999998,1036.0,83,4.0,260
2015-01-01 20:00:00+01:00,10.795000000000016,1036.0,84,5.0,256
2015-01-01 21:00:00+01:00,10.591000000000008,1038.0,100,4.0,266
2015-01-01 22:00:00+01:00,10.591000000000008,1038.0,100,4.0,266
2015-01-01 23:00:00+01:00,9.629000000000019,1038.0,100,2.0,296
2015-01-02 00:00:00+01:00,9.629000000000019,1038.0,100,2.0,296
2015-01-02 01:00:00+01:00,9.629000000000019,1038.0,100,2.0,296
2015-01-02 02:00:00+01:00,8.714000000000112,1037.0,100,2.0,338
2015-01-02 03:00:00+01:00,8.714000000000112,1037.0,100,2.0,338
2015-01-02 04:00:00+01:00,8.714000000000112,1037.0,100,2.0,338
2015-01-02 05:00:00+01:00,8.302000000000021,1038.0,100,1.0,338
2015-01-02 06:00:00+01:00,8.302000000000021,1038.0,100,1.0,338
2015-01-02 07:00:00+01:00,8.302000000000021,1038.0,100,1.0,338
2015-01-02 08:00:00+01:00,9.355000000000018,1039.0,100,1.0,311
2015-01-02 09:00:00+01:00,9.355000000000018,1039.0,100,1.0,311
2015-01-02 10:00:00+01:00,9.355000000000018,1039.0,100,1.0,311
2015-01-02 11:00:00+01:00,11.82000000000005,1039.0,100,2.0,275
2015-01-02 12:00:00+01:00,12.229000000000042,1037.0,74,2.0,272
2015-01-02 13:00:00+01:00,11.82000000000005,1039.0,100,2.0,275
2015-01-02 14:00:00+01:00,12.908312500000022,1035.0,50,2.0,264
2015-01-02 15:00:00+01:00,13.178687500000024,1035.0,52,2.0,260
2015-01-02 16:00:00+01:00,12.19500000000005,1037.0,74,2.0,266
2015-01-02 17:00:00+01:00,12.883312500000045,1036.0,69,2.0,258
2015-01-02 18:00:00+01:00,12.317687500000034,1036.0,84,2.0,260
2015-01-02 19:00:00+01:00,11.75200000000001,1037.0,100,2.0,263
2015-01-02 20:00:00+01:00,11.482000000000028,1038.0,100,2.0,274
2015-01-02 21:00:00+01:00,11.212000000000046,1038.0,100,2.0,285
2015-01-02 22:00:00+01:00,11.212000000000046,1038.0,100,2.0,285
2015-01-02 23:00:00+01:00,11.212000000000046,1038.0,100,2.0,285
2015-01-03 00:00:00+01:00,10.735000000000014,1036.0,84,2.0,306
2015-01-03 01:00:00+01:00,10.258000000000038,1037.0,100,3.0,328
2015-01-03 02:00:00+01:00,9.717000000000041,1037.0,100,3.0,322
2015-01-03 03:00:00+01:00,9.717000000000041,1037.0,100,3.0,322
2015-01-03 04:00:00+01:00,9.717000000000041,1037.0,100,3.0,322
2015-01-03 05:00:00+01:00,9.717000000000041,1037.0,100,3.0,322
2015-01-03 06:00:00+01:00,9.069000000000017,1036.0,100,3.0,305
2015-01-03 07:00:00+01:00,9.069000000000017,1036.0,100,3.0,305
2015-01-03 08:00:00+01:00,9.069000000000017,1036.0,100,3.0,305
2015-01-03 09:00:00+01:00,9.902000000000044,1036.0,100,3.0,319
2015-01-03 10:00:00+01:00,9.902000000000044,1036.0,100,3.0,319
2015-01-03 11:00:00+01:00,12.893000000000029,1036.0,100,2.0,306
2015-01-03 12:00:00+01:00,12.893000000000029,1036.0,100,2.0,306
2015-01-03 13:00:00+01:00,12.893000000000029,1036.0,100,2.0,306
2015-01-03 14:00:00+01:00,12.893000000000029,1036.0,100,2.0,306
2015-01-03 15:00:00+01:00,13.998000000000047,1034.0,97,2.0,248
2015-01-03 16:00:00+01:00,13.740499999999997,1033.0,88,1.0,265
2015-01-03 17:00:00+01:00,13.980687500000045,1031.0,58,1.0,279
2015-01-03 18:00:00+01:00,13.474343750000003,1031.0,60,1.0,299
2015-01-03 19:00:00+01:00,12.968000000000018,1034.0,100,1.0,318
2015-01-03 20:00:00+01:00,12.00200000000001,1034.0,100,2.0,36
2015-01-03 21:00:00+01:00,9.920000000000016,1027.0,51,2.0,36
2015-01-03 22:00:00+01:00,12.310000000000002,1028.0,37,2.0,67
2015-01-03 23:00:00+01:00,12.5,1028.0,35,2.0,29
2015-01-04 00:00:00+01:00,11.5,1028.0,37,2.0,45
2015-01-04 01:00:00+01:00,12.200000000000045,1027.0,37,1.0,22
2015-01-04 02:00:00+01:00,12.400000000000034,1027.0,49,1.0,22
2015-01-04 03:00:00+01:00,12.510000000000048,1028.0,52,2.0,22
2015-01-04 04:00:00+01:00,11.800000000000011,1027.0,56,1.0,0
2015-01-04 05:00:00+01:00,11.400000000000034,1027.0,60,1.0,0
2015-01-04 06:00:00+01:00,10.620000000000005,1027.0,65,1.0,0
2015-01-04 07:00:00+01:00,10.800000000000011,1027.0,70,1.0,337
2015-01-04 08:00:00+01:00,11.0,1027.0,73,2.0,315
2015-01-04 09:00:00+01:00,12.200000000000045,1027.0,68,1.0,315
2015-01-04 10:00:00+01:00,14.800000000000011,1028.0,61,1.0,112
2015-01-04 11:00:00+01:00,14.900000000000034,1028.0,62,1.0,135
2015-01-04 12:00:00+01:00,16.200000000000045,1027.0,65,2.0,135
2015-01-04 13:00:00+01:00,16.900000000000034,1027.0,64,1.0,157
2015-01-04 14:00:00+01:00,15.528500000000008,1029.0,65,2.0,215
2015-01-04 15:00:00+01:00,16.400000000000034,1026.0,64,1.0,157
2015-01-04 16:00:00+01:00,16.210000000000036,1026.0,68,0.0,180
2015-01-04 17:00:00+01:00,14.965000000000032,1026.0,75,0.0,90
2015-01-04 18:00:00+01:00,13.720000000000027,1027.0,83,1.0,0
2015-01-04 19:00:00+01:00,14.115000000000009,1027.0,86,1.0,168
2015-01-04 20:00:00+01:00,14.510000000000048,1028.0,89,1.0,337
2015-01-04 21:00:00+01:00,13.14450000000005,1030.0,84,1.0,305
2015-01-04 22:00:00+01:00,13.700000000000045,1028.0,89,1.0,337
2015-01-04 23:00:00+01:00,11.720000000000027,1028.0,84,3.0,306
2015-01-05 00:00:00+01:00,11.45150000000001,1030.0,78,2.0,305
2015-01-05 01:00:00+01:00,11.100000000000023,1027.0,69,1.0,315
2015-01-05 02:00:00+01:00,10.620000000000005,1027.0,70,2.0,315
2015-01-05 03:00:00+01:00,9.5,1027.0,81,1.0,337
2015-01-05 04:00:00+01:00,9.390000000000043,1026.0,82,1.0,337
2015-01-05 05:00:00+01:00,9.200000000000045,1026.0,82,1.0,337
2015-01-05 06:00:00+01:00,9.100000000000023,1026.0,79,1.0,337
2015-01-05 07:00:00+01:00,9.5,1027.0,83,1.0,337
2015-01-05 08:00:00+01:00,9.100000000000023,1027.0,82,1.0,337
2015-01-05 09:00:00+01:00,9.800000000000011,1027.0,76,1.0,337
2015-01-05 10:00:00+01:00,14.010000000000048,1027.0,55,2.0,308
2015-01-05 11:00:00+01:00,15.110000000000014,1027.0,53,2.0,308
2015-01-05 12:00:00+01:00,15.700000000000045,1026.0,56,1.0,225
2015-01-05 13:00:00+01:00,16.410000000000025,1025.0,51,4.0,253
2015-01-05 14:00:00+01:00,14.520000000000039,1025.0,48,1.0,135
2015-01-05 15:00:00+01:00,13.945500000000038,1026.0,58,1.0,165
2015-01-05 16:00:00+01:00,13.319218750000005,1026.0,61,2.0,175
2015-01-05 17:00:00+01:00,12.75331250000005,1028.0,73,2.0,209
2015-01-05 18:00:00+01:00,12.135687500000017,1028.0,77,2.0,222
2015-01-05 19:00:00+01:00,12.192750000000046,1025.0,79,4.0,236
2015-01-05 20:00:00+01:00,11.800000000000011,1024.0,83,5.0,250
2015-01-05 21:00:00+01:00,12.210000000000036,1024.0,86,1.0,0
2015-01-05 22:00:00+01:00,12.5,1023.0,89,5.0,250
2015-01-05 23:00:00+01:00,11.810000000000002,1023.0,87,5.0,253
2015-01-06 00:00:00+01:00,11.120000000000005,1022.0,85,6.0,256
2015-01-06 01:00:00+01:00,11.0,1022.0,83,1.0,292
2015-01-06 02:00:00+01:00,11.200000000000045,1021.0,80,1.0,22
2015-01-06 03:00:00+01:00,11.5,1021.0,73,1.0,337
2015-01-06 04:00:00+01:00,9.720000000000027,1021.0,82,1.0,22
2015-01-06 05:00:00+01:00,9.600000000000023,1021.0,83,1.0,22
2015-01-06 06:00:00+01:00,9.890000000000043,1021.0,84,1.0,22
2015-01-06 07:00:00+01:00,9.700000000000045,1021.0,75,1.0,0
2015-01-06 08:00:00+01:00,9.390000000000043,1021.0,74,1.0,337
2015-01-06 09:00:00+01:00,11.110000000000014,1022.0,65,1.0,22
2015-01-06 10:00:00+01:00,14.710000000000036,1022.0,52,3.0,350
2015-01-06 11:00:00+01:00,13.610000000000014,1022.0,53,1.0,135
2015-01-06 12:00:00+01:00,13.800000000000011,1021.0,54,1.0,157
2015-01-06 13:00:00+01:00,13.800000000000011,1021.0,59,1.0,157
2015-01-06 14:00:00+01:00,13.800000000000011,1021.0,64,1.0,157
2015-01-06 15:00:00+01:00,13.600000000000023,1021.0,67,1.0,135
2015-01-06 16:00:00+01:00,13.450000000000045,1021.0,67,1.0,111
2015-01-06 17:00:00+01:00,13.300000000000011,1021.0,68,0.0,88
2015-01-06 18:00:00+01:00,11.700000000000045,1022.0,73,1.0,315
2015-01-06 19:00:00+01:00,11.200000000000045,1023.0,77,1.0,326
2015-01-06 20:00:00+01:00,10.700000000000045,1023.0,81,1.0,337
2015-01-06 21:00:00+01:00,10.75,1023.0,82,1.0,337
2015-01-06 22:00:00+01:00,10.800000000000011,1023.0,84,1.0,337
2015-01-06 23:00:00+01:00,11.0,1024.0,82,1.0,22
2015-01-07 00:00:00+01:00,10.950000000000045,1025.0,81,1.0,179
2015-01-07 01:00:00+01:00,10.900000000000034,1025.0,81,1.0,337
2015-01-07 02:00:00+01:00,10.600000000000023,1025.0,81,1.0,337
2015-01-07 03:00:00+01:00,11.710000000000036,1025.0,86,2.0,292
2015-01-07 04:00:00+01:00,11.700000000000045,1025.0,88,1.0,337
2015-01-07 05:00:00+01:00,10.020000000000039,1025.0,80,1.0,337
2015-01-07 06:00:00+01:00,9.800000000000011,1025.0,64,1.0,337
2015-01-07 07:00:00+01:00,9.600000000000023,1025.0,74,1.0,337
2015-01-07 08:00:00+01:00,9.78000000000003,1027.0,76,2.0,342
2015-01-07 09:00:00+01:00,9.960000000000036,1028.0,79,3.0,348
2015-01-07 10:00:00+01:00,11.82000000000005,1026.0,65,1.0,332
2015-01-07 11:00:00+01:00,11.720000000000027,1028.0,70,2.0,341
2015-01-07 12:00:00+01:00,13.300000000000011,1027.0,60,1.0,329
2015-01-07 13:00:00+01:00,12.806500000000028,1028.0,64,1.0,326
2015-01-07 14:00:00+01:00,11.180656250000027,1030.0,78,1.0,111
2015-01-07 15:00:00+01:00,11.25331250000005,1030.0,78,1.0,214
2015-01-07 16:00:00+01:00,10.680499999999995,1030.0,79,1.0,147
2015-01-07 17:00:00+01:00,10.968343750000031,1030.0,78,0.0,307
2015-01-07 18:00:00+01:00,10.61068750000004,1030.0,79,1.0,297
2015-01-07 19:00:00+01:00,11.456500000000005,1028.0,79,1.0,332
2015-01-07 20:00:00+01:00,11.5,1028.0,80,1.0,337
2015-01-07 21:00:00+01:00,11.600000000000023,1028.0,81,1.0,337
2015-01-07 22:00:00+01:00,11.5,1028.0,82,1.0,326
2015-01-07 23:00:00+01:00,11.400000000000034,1029.0,83,1.0,315
2015-01-08 00:00:00+01:00,11.400000000000034,1029.0,83,1.0,315
2015-01-08 01:00:00+01:00,11.200000000000045,1029.0,85,2.0,320
2015-01-08 02:00:00+01:00,11.0,1030.0,88,3.0,325
2015-01-08 03:00:00+01:00,10.700000000000045,1030.0,88,3.0,325
2015-01-08 04:00:00+01:00,10.700000000000045,1030.0,89,1.0,315
2015-01-08 05:00:00+01:00,10.300000000000011,1030.0,88,3.0,325
2015-01-08 06:00:00+01:00,10.200000000000045,1030.0,87,1.0,315
2015-01-08 07:00:00+01:00,10.100000000000023,1031.0,87,1.0,315
2015-01-08 08:00:00+01:00,9.890000000000043,1031.0,86,1.0,337
2015-01-08 09:00:00+01:00,9.890000000000043,1032.0,83,2.0,312
2015-01-08 10:00:00+01:00,14.110000000000014,1032.0,62,2.0,312
2015-01-08 11:00:00+01:00,14.510000000000048,1032.0,55,2.0,312
2015-01-08 12:00:00+01:00,14.100000000000023,1032.0,54,2.0,247
2015-01-08 13:00:00+01:00,14.810000000000002,1031.0,49,1.0,247
2015-01-08 14:00:00+01:00,15.200000000000045,1031.0,48,1.0,247
2015-01-08 15:00:00+01:00,15.700000000000045,1032.0,46,1.0,157
2015-01-08 16:00:00+01:00,14.564750000000004,1033.0,52,1.0,188
2015-01-08 17:00:00+01:00,12.201656250000042,1036.0,67,2.0,254
2015-01-08 18:00:00+01:00,11.680312500000014,1037.0,69,1.0,267
2015-01-08 19:00:00+01:00,10.300000000000011,1034.0,72,1.0,337
2015-01-08 20:00:00+01:00,10.5,1035.0,69,0.0,6
2015-01-08 21:00:00+01:00,9.800000000000011,1035.0,71,1.0,337
2015-01-08 22:00:00+01:00,9.390000000000043,1036.0,71,0.0,6
2015-01-08 23:00:00+01:00,9.600000000000023,1036.0,70,1.0,315
2015-01-09 00:00:00+01:00,10.400000000000034,1036.0,62,1.0,292
2015-01-09 01:00:00+01:00,10.300000000000011,1036.0,60,2.0,315
2015-01-09 02:00:00+01:00,10.0,1035.0,52,2.0,298
2015-01-09 03:00:00+01:00,10.400000000000034,1035.0,48,1.0,315
2015-01-09 04:00:00+01:00,11.610000000000014,1035.0,41,1.0,292
2015-01-09 05:00:00+01:00,8.886500000000012,1037.0,63,1.0,154
2015-01-09 06:00:00+01:00,8.020000000000039,1035.0,57,1.0,22
2015-01-09 07:00:00+01:00,7.910000000000025,1035.0,57,1.0,22
2015-01-09 08:00:00+01:00,7.800000000000011,1035.0,58,1.0,22
2015-01-09 09:00:00+01:00,9.955000000000041,1036.0,55,1.0,22
2015-01-09 10:00:00+01:00,12.110000000000014,1036.0,53,1.0,22
2015-01-09 11:00:00+01:00,12.605000000000018,1036.0,53,1.0,89
2015-01-09 12:00:00+01:00,13.100000000000023,1036.0,54,2.0,157
2015-01-09 13:00:00+01:00,13.610000000000014,1035.0,50,2.0,146
2015-01-09 14:00:00+01:00,14.120000000000005,1034.0,46,1.0,135
2015-01-09 15:00:00+01:00,13.841000000000008,1036.0,54,2.0,195
2015-01-09 16:00:00+01:00,13.232375000000047,1036.0,55,2.0,186
2015-01-09 17:00:00+01:00,13.008312500000045,1039.0,65,2.0,257
2015-01-09 18:00:00+01:00,12.454687500000034,1039.0,67,2.0,260
2015-01-09 19:00:00+01:00,11.620000000000005,1035.0,62,1.0,337
2015-01-09 20:00:00+01:00,11.459343750000016,1039.0,69,2.0,279
2015-01-09 21:00:00+01:00,11.017656250000016,1039.0,70,2.0,297
2015-01-09 22:00:00+01:00,10.65100000000001,1038.0,72,2.0,279
2015-01-09 23:00:00+01:00,10.184312500000033,1038.0,72,2.0,308
2015-01-10 00:00:00+01:00,9.79265625000005,1038.0,74,2.0,301
2015-01-10 01:00:00+01:00,9.311500000000024,1033.0,68,3.0,310
2015-01-10 02:00:00+01:00,8.890000000000043,1031.0,68,3.0,309
2015-01-10 03:00:00+01:00,9.41700000000003,1033.0,68,2.0,317
2015-01-10 04:00:00+01:00,9.120000000000005,1031.0,67,2.0,294
2015-01-10 05:00:00+01:00,9.16700000000003,1032.0,64,1.0,331
2015-01-10 06:00:00+01:00,8.390000000000043,1029.0,61,1.0,337
2015-01-10 07:00:00+01:00,8.300000000000011,1029.0,66,3.0,303
2015-01-10 08:00:00+01:00,9.647343750000005,1031.0,64,3.0,316
2015-01-10 09:00:00+01:00,10.994656250000048,1032.0,62,3.0,330
2015-01-10 10:00:00+01:00,14.210000000000036,1029.0,39,2.0,308
2015-01-10 11:00:00+01:00,14.121000000000038,1031.0,59,2.0,250
2015-01-10 12:00:00+01:00,15.900000000000034,1028.0,58,1.0,157
2015-01-10 13:00:00+01:00,17.210000000000036,1026.0,53,2.0,270
2015-01-10 14:00:00+01:00,15.494343750000041,1031.0,61,2.0,287
2015-01-10 15:00:00+01:00,15.365656250000029,1030.0,64,2.0,260
2015-01-10 16:00:00+01:00,16.200000000000045,1025.0,57,2.0,247
2015-01-10 17:00:00+01:00,14.528500000000008,1027.0,70,2.0,236
2015-01-10 18:00:00+01:00,13.82000000000005,1024.0,75,2.0,239
2015-01-10 19:00:00+01:00,12.720000000000027,1024.0,77,2.0,239
2015-01-10 20:00:00+01:00,12.55334375000001,1024.0,75,2.0,166
2015-01-10 21:00:00+01:00,12.386656250000044,1024.0,74,2.0,94
2015-01-10 22:00:00+01:00,12.220000000000027,1023.0,73,2.0,22
2015-01-10 23:00:00+01:00,11.710000000000036,1023.0,72,1.0,168
2015-01-11 00:00:00+01:00,11.200000000000045,1023.0,72,1.0,315
2015-01-11 01:00:00+01:00,12.754999999999995,1023.0,76,1.0,168
2015-01-11 02:00:00+01:00,14.310000000000002,1022.0,81,2.0,22
2015-01-11 03:00:00+01:00,13.038499999999999,1023.0,80,2.0,28
2015-01-11 04:00:00+01:00,14.800000000000011,1022.0,85,1.0,22
2015-01-11 05:00:00+01:00,13.23350000000005,1023.0,82,2.0,28
2015-01-11 06:00:00+01:00,14.700000000000045,1022.0,84,1.0,22
2015-01-11 07:00:00+01:00,14.700000000000045,1022.0,84,3.0,359
2015-01-11 08:00:00+01:00,12.70700000000005,1024.0,85,2.0,56
2015-01-11 09:00:00+01:00,14.200000000000045,1023.0,82,1.0,22
2015-01-11 10:00:00+01:00,14.5,1024.0,80,3.0,33
2015-01-11 11:00:00+01:00,15.0,1024.0,69,1.0,67
2015-01-11 12:00:00+01:00,14.82000000000005,1024.0,73,2.0,337
2015-01-11 13:00:00+01:00,15.310000000000002,1024.0,71,1.0,135
2015-01-11 14:00:00+01:00,17.700000000000045,1023.0,57,1.0,292
2015-01-11 15:00:00+01:00,18.100000000000023,1023.0,50,1.0,256
2015-01-11 16:00:00+01:00,16.120000000000005,1024.0,65,1.0,256
2015-01-11 17:00:00+01:00,15.810000000000002,1025.0,65,1.0,102
2015-01-11 18:00:00+01:00,14.196000000000026,1028.0,74,1.0,175
2015-01-11 19:00:00+01:00,13.80334375000001,1028.0,70,2.0,34
2015-01-11 20:00:00+01:00,12.800000000000011,1029.0,73,2.0,0
2015-01-11 21:00:00+01:00,12.400000000000034,1030.0,47,1.0,315
2015-01-11 22:00:00+01:00,12.0,1030.0,54,1.0,337
2015-01-11 23:00:00+01:00,11.520000000000039,1030.0,70,1.0,337
2015-01-12 00:00:00+01:00,11.100000000000023,1030.0,72,1.0,337
2015-01-12 01:00:00+01:00,11.0,1030.0,74,1.0,337
2015-01-12 02:00:00+01:00,11.200000000000045,1029.0,78,1.0,292
2015-01-12 03:00:00+01:00,10.5,1029.0,83,2.0,260
2015-01-12 04:00:00+01:00,10.400000000000034,1030.0,85,1.0,337
2015-01-12 05:00:00+01:00,9.700000000000045,1029.0,84,3.0,285
2015-01-12 06:00:00+01:00,9.100000000000023,1029.0,82,1.0,292
2015-01-12 07:00:00+01:00,9.390000000000043,1029.0,58,1.0,270
2015-01-12 08:00:00+01:00,7.6200000000000045,1029.0,73,3.0,285
2015-01-12 09:00:00+01:00,11.110000000000014,1029.0,50,1.0,67
2015-01-12 10:00:00+01:00,13.510000000000048,1029.0,48,4.0,280
2015-01-12 11:00:00+01:00,13.110000000000014,1029.0,46,3.0,247
2015-01-12 12:00:00+01:00,13.420000000000016,1029.0,47,2.0,247
2015-01-12 13:00:00+01:00,15.310000000000002,1027.0,46,4.0,247
2015-01-12 14:00:00+01:00,15.300000000000011,1026.0,55,5.0,247
2015-01-12 15:00:00+01:00,15.510000000000048,1026.0,59,6.0,247
2015-01-12 16:00:00+01:00,15.600000000000023,1025.0,68,5.0,247
2015-01-12 17:00:00+01:00,15.200000000000045,1025.0,70,6.0,270
2015-01-12 18:00:00+01:00,14.800000000000011,1025.0,70,4.0,247
2015-01-12 19:00:00+01:00,14.600000000000023,1025.0,43,3.0,247
2015-01-12 20:00:00+01:00,14.020000000000039,1026.0,46,3.0,247
2015-01-12 21:00:00+01:00,13.400000000000034,1026.0,50,4.0,270
2015-01-12 22:00:00+01:00,12.800000000000011,1025.0,46,1.0,247
2015-01-12 23:00:00+01:00,12.950000000000045,1025.0,50,2.0,247
2015-01-13 00:00:00+01:00,13.100000000000023,1025.0,55,2.0,247
2015-01-13 01:00:00+01:00,13.5,1025.0,58,3.0,247
2015-01-13 02:00:00+01:00,13.200000000000045,1024.0,70,4.0,247
2015-01-13 03:00:00+01:00,13.200000000000045,1024.0,71,3.0,270
2015-01-13 04:00:00+01:00,13.0,1023.0,75,3.0,270
2015-01-13 05:00:00+01:00,13.0,1023.0,75,3.0,247
2015-01-13 06:00:00+01:00,13.200000000000045,1023.0,74,3.0,270
2015-01-13 07:00:00+01:00,13.100000000000023,1022.0,77,3.0,315
2015-01-13 08:00:00+01:00,13.5,1022.0,77,2.0,292
2015-01-13 09:00:00+01:00,13.700000000000045,1023.0,72,3.0,270
2015-01-13 10:00:00+01:00,13.800000000000011,1023.0,72,2.0,247
2015-01-13 11:00:00+01:00,14.5,1022.0,72,5.0,202
2015-01-13 12:00:00+01:00,14.900000000000034,1022.0,72,5.0,225
2015-01-13 13:00:00+01:00,15.600000000000023,1020.0,73,4.0,247
2015-01-13 14:00:00+01:00,15.600000000000023,1019.0,72,5.0,247
2015-01-13 15:00:00+01:00,15.800000000000011,1019.0,76,5.0,202
2015-01-13 16:00:00+01:00,15.800000000000011,1019.0,79,5.0,247
2015-01-13 17:00:00+01:00,15.5,1019.0,82,5.0,247
2015-01-13 18:00:00+01:00,15.400000000000034,1018.0,82,7.0,247
2015-01-13 19:00:00+01:00,14.900000000000034,1018.0,82,5.0,247
2015-01-13 20:00:00+01:00,13.920000000000016,1018.0,75,6.0,247
2015-01-13 21:00:00+01:00,13.400000000000034,1018.0,74,3.0,247
2015-01-13 22:00:00+01:00,12.400000000000034,1018.0,62,6.0,247
2015-01-13 23:00:00+01:00,12.420000000000016,1019.0,64,2.0,315
2015-01-14 00:00:00+01:00,12.100000000000023,1018.0,50,5.0,254
2015-01-14 01:00:00+01:00,11.800000000000011,1018.0,50,5.0,254
2015-01-14 02:00:00+01:00,10.32000000000005,1018.0,56,5.0,275
2015-01-14 03:00:00+01:00,10.300000000000011,1018.0,57,1.0,0
2015-01-14 04:00:00+01:00,11.600000000000023,1019.0,57,2.0,67
2015-01-14 05:00:00+01:00,11.900000000000034,1019.0,68,2.0,22
2015-01-14 06:00:00+01:00,11.800000000000011,1019.0,70,1.0,22
2015-01-14 07:00:00+01:00,11.700000000000045,1020.0,75,3.0,272
2015-01-14 08:00:00+01:00,11.700000000000045,1021.0,81,1.0,337
2015-01-14 09:00:00+01:00,11.5,1021.0,79,3.0,289
2015-01-14 10:00:00+01:00,14.110000000000014,1022.0,52,1.0,67
2015-01-14 11:00:00+01:00,15.410000000000025,1023.0,47,2.0,157
2015-01-14 12:00:00+01:00,15.100000000000023,1023.0,54,2.0,202
2015-01-14 13:00:00+01:00,15.700000000000045,1021.0,65,1.0,247
2015-01-14 14:00:00+01:00,16.410000000000025,1021.0,56,1.0,247
2015-01-14 15:00:00+01:00,15.620000000000005,1021.0,61,1.0,247
2015-01-14 16:00:00+01:00,14.900000000000034,1021.0,64,2.0,247
2015-01-14 17:00:00+01:00,14.100000000000023,1021.0,70,1.0,157
2015-01-14 18:00:00+01:00,13.200000000000045,1022.0,74,2.0,207
2015-01-14 19:00:00+01:00,12.900000000000034,1022.0,75,1.0,292
2015-01-14 20:00:00+01:00,12.700000000000045,1021.0,81,1.0,315
2015-01-14 21:00:00+01:00,12.700000000000045,1021.0,82,1.0,315
2015-01-14 22:00:00+01:00,12.800000000000011,1021.0,82,2.0,247
2015-01-14 23:00:00+01:00,13.100000000000023,1020.0,81,1.0,247
2015-01-15 00:00:00+01:00,12.700000000000045,1020.0,80,1.0,247
2015-01-15 01:00:00+01:00,12.400000000000034,1019.0,76,2.0,247
2015-01-15 02:00:00+01:00,12.5,1018.0,72,3.0,247
2015-01-15 03:00:00+01:00,12.400000000000034,1017.0,69,3.0,247
2015-01-15 04:00:00+01:00,12.200000000000045,1017.0,65,3.0,247
2015-01-15 05:00:00+01:00,13.110000000000014,1016.0,49,4.0,270
2015-01-15 06:00:00+01:00,12.900000000000034,1015.0,50,3.0,247
2015-01-15 07:00:00+01:00,12.200000000000045,1015.0,53,3.0,247
2015-01-15 08:00:00+01:00,12.400000000000034,1015.0,49,5.0,247
2015-01-15 09:00:00+01:00,13.100000000000023,1015.0,47,3.0,247
2015-01-15 10:00:00+01:00,13.410000000000025,1014.0,53,3.0,202
2015-01-15 11:00:00+01:00,14.700000000000045,1014.0,64,5.0,270
2015-01-15 12:00:00+01:00,15.100000000000023,1013.0,73,6.0,247
2015-01-15 13:00:00+01:00,15.400000000000034,1012.0,71,5.0,247
2015-01-15 14:00:00+01:00,15.800000000000011,1011.0,76,5.0,225
2015-01-15 15:00:00+01:00,16.100000000000023,1011.0,79,4.0,247
2015-01-15 16:00:00+01:00,15.600000000000023,1010.0,82,5.0,247
2015-01-15 17:00:00+01:00,15.100000000000023,1010.0,79,6.0,247
2015-01-15 18:00:00+01:00,14.182000000000016,1012.0,84,6.0,232
2015-01-15 19:00:00+01:00,14.204000000000121,1011.0,83,5.0,235
2015-01-15 20:00:00+01:00,13.129312500000026,1013.0,89,5.0,218
2015-01-15 21:00:00+01:00,12.994656250000048,1012.0,90,5.0,218
2015-01-15 22:00:00+01:00,13.266500000000008,1012.0,89,5.0,219
2015-01-15 23:00:00+01:00,12.996343750000051,1011.0,91,5.0,219
2015-01-16 00:00:00+01:00,13.132656250000025,1011.0,90,5.0,220
2015-01-16 01:00:00+01:00,14.200000000000045,1007.0,81,2.0,247
2015-01-16 02:00:00+01:00,13.120000000000005,1007.0,79,1.0,247
2015-01-16 03:00:00+01:00,13.0,1007.0,78,1.0,270
2015-01-16 04:00:00+01:00,13.910000000000025,1005.0,81,1.0,247
2015-01-16 05:00:00+01:00,14.400000000000034,1005.0,81,2.0,270
2015-01-16 06:00:00+01:00,16.200000000000045,1005.0,88,2.0,225
2015-01-16 07:00:00+01:00,16.700000000000045,1004.0,90,2.0,225
2015-01-16 08:00:00+01:00,17.200000000000045,1004.0,90,2.0,247
2015-01-16 09:00:00+01:00,17.100000000000023,1004.0,90,2.0,247
